"date","area_name","value"
2004-03-01,"USA-NJ",29563
2004-03-01,"USA-WY",1303
2004-03-01,"NEW YORK",54933
2004-03-01,"USA-NC",8531
2004-03-01,"USA-PA",33116
2004-03-01,"COLORADO",11395
2004-03-01,"USA-ND",1308
2004-03-01,"USA-DC",1538
2004-03-01,"USA-UT",4845
2004-03-01,"USA-OK",8942
2004-03-01,"USA-VT",432
2004-03-01,"USA-ID",2484
2004-03-01,"USA-KY",6560
2004-03-01,"USA-IA",8694
2004-03-01,"USA-AR",5198
2004-03-01,"USA-KS",8690
2004-03-01,"TEXAS",20063
2004-03-01,"USA-NV",4037
2004-03-01,"CALIFORNIA",48651
2004-03-01,"USA-IL",51248
2004-04-01,"USA-NC",4921
2004-04-01,"USA-MD",6302
2004-04-01,"USA-SC",2303
2004-04-01,"USA-NH",708
2004-04-01,"USA-KS",4421
2004-04-01,"U.S.",379642
2004-04-01,"USA-WI",9760
2004-04-01,"USA-NE",2750
2004-04-01,"USA-AL",3296
2004-04-01,"MINNESOTA",8997
2004-04-01,"USA-NJ",20576
2004-04-01,"USA-WY",975
2004-04-01,"USA-NM",2634
2004-04-01,"CALIFORNIA",35580
2004-04-01,"USA-OR",2979
2004-04-01,"OHIO",26627
2004-04-01,"USA-HI",48
2004-04-01,"USA-AR",2768
2004-04-01,"USA-MO",8945
2004-04-01,"USA-UT",3998
2004-04-01,"USA-IN",8819
2004-04-01,"USA-OK",4255
2004-04-01,"USA-WV",2958
2004-04-01,"USA-AZ",2295
2004-04-01,"USA-PA",22863
2004-04-01,"COLORADO",8788
2004-04-01,"USA-SD",868
2004-04-01,"USA-TN",5266
2004-04-01,"USA-NV",2025
2004-04-01,"USA-ME",102
2004-04-01,"USA-ID",1469
2004-04-01,"USA-LA",2981
2004-04-01,"USA-AK",1410
2004-04-01,"USA-DE",905
2004-04-01,"USA-ND",784
2004-04-01,"NEW YORK",40627
2004-04-01,"USA-MS",1335
2004-04-01,"FLORIDA",1381
2004-04-01,"USA-MT",1419
2004-04-01,"WASHINGTON",5626
2004-04-01,"USA-IL",30629
2004-04-01,"MASSACHUSETTS",11321
2004-04-01,"USA-DC",1004
2004-04-01,"USA-VT",331
2004-04-01,"USA-CT",4393
2004-04-01,"USA-KY",3531
2004-04-01,"USA-RI",2325
2004-04-01,"USA-MI",32678
2004-04-01,"USA-VA",5721
2004-04-01,"USA-GA",7111
2004-04-01,"TEXAS",11255
2004-04-01,"USA-IA",4578
2004-05-01,"TEXAS",8409
2004-05-01,"USA-NJ",8867
2004-05-01,"NEW YORK",22876
2004-05-01,"USA-MD",2648
2004-05-01,"WASHINGTON",3552
2004-05-01,"COLORADO",4949
2004-05-01,"USA-MI",18162
2004-05-01,"USA-DE",398
2004-05-01,"USA-IN",5468
2004-05-01,"USA-OK",2607
2004-05-01,"USA-MS",934
2004-05-01,"USA-SC",918
2004-05-01,"USA-ID",1019
2004-05-01,"USA-RI",1168
2004-05-01,"USA-NH",344
2004-05-01,"USA-AK",919
2004-05-01,"U.S.",213645
2004-05-01,"USA-TN",2645
2004-05-01,"USA-UT",2342
2004-05-01,"CALIFORNIA",28303
2004-05-01,"USA-MT",1081
2004-05-01,"USA-WI",5859
2004-05-01,"USA-IA",2591
2004-05-01,"USA-ND",526
2004-05-01,"USA-NM",1729
2004-05-01,"FLORIDA",1069
2004-05-01,"USA-IL",15424
2004-05-01,"USA-LA",2032
2004-05-01,"USA-SD",545
2004-05-01,"MINNESOTA",5673
2004-05-01,"USA-GA",4585
2004-05-01,"USA-NV",1724
2004-05-01,"USA-VT",177
2004-05-01,"USA-NC",1953
2004-05-01,"USA-OR",2077
2004-05-01,"USA-KY",1484
2004-05-01,"OHIO",12495
2004-05-01,"USA-VA",2021
2004-05-01,"USA-KS",2726
2004-05-01,"USA-ME",47
2004-05-01,"USA-WV",1262
2004-05-01,"USA-HI",44
2004-05-01,"USA-MO",4660
2004-05-01,"MASSACHUSETTS",5472
2004-05-01,"USA-WY",629
2004-05-01,"USA-CT",2144
2004-05-01,"USA-AR",1446
2004-05-01,"USA-NE",1692
2004-05-01,"USA-AL",1960
2004-05-01,"USA-DC",382
2004-05-01,"USA-AZ",1705
2004-05-01,"USA-PA",9906
2004-06-01,"USA-KS",1697
2004-06-01,"USA-DE",219
2004-06-01,"USA-DC",284
2004-06-01,"USA-UT",1328
2004-06-01,"USA-VT",98
2004-06-01,"USA-SC",556
2004-06-01,"COLORADO",3512
2004-06-01,"USA-MO",2880
2004-06-01,"USA-VA",1635
2004-06-01,"MINNESOTA",3492
2004-06-01,"USA-GA",4039
2004-06-01,"USA-ND",270
2004-06-01,"USA-KY",1133
2004-06-01,"USA-AL",1216
2004-06-01,"USA-IN",3050
2004-06-01,"USA-OK",1753
2004-06-01,"USA-MS",679
2004-06-01,"USA-ID",713
2004-06-01,"USA-IA",1570
2004-06-01,"USA-LA",1643
2004-06-01,"USA-SD",355
2004-06-01,"TEXAS",6469
2004-06-01,"USA-ME",32
2004-06-01,"FLORIDA",832
2004-06-01,"USA-MT",856
2004-06-01,"USA-WI",3250
2004-06-01,"USA-CT",1449
2004-06-01,"USA-OR",1557
2004-06-01,"USA-WV",484
2004-06-01,"USA-IL",11154
2004-06-01,"USA-AK",538
2004-06-01,"U.S.",144885
2004-06-01,"CALIFORNIA",26967
2004-06-01,"WASHINGTON",2842
2004-06-01,"USA-MI",9343
2004-06-01,"USA-TN",1387
2004-06-01,"USA-NJ",6026
2004-06-01,"USA-MD",1657
2004-06-01,"USA-PA",6559
2004-06-01,"USA-AR",863
2004-06-01,"MASSACHUSETTS",3434
2004-06-01,"USA-WY",419
2004-06-01,"USA-NV",1419
2004-06-01,"USA-NM",996
2004-06-01,"USA-NC",1228
2004-06-01,"USA-AZ",1254
2004-06-01,"OHIO",6750
2004-06-01,"USA-HI",42
2004-06-01,"USA-NH",203
2004-06-01,"USA-NE",1051
2004-06-01,"NEW YORK",13061
2004-06-01,"USA-RI",643
2004-07-01,"U.S.",124882
2004-07-01,"USA-NC",1115
2004-07-01,"WASHINGTON",1860
2004-07-01,"USA-LA",1584
2004-07-01,"USA-RI",495
2004-07-01,"MASSACHUSETTS",3659
2004-07-01,"USA-MS",675
2004-07-01,"USA-VT",68
2004-07-01,"USA-MD",1659
2004-07-01,"USA-CT",1049
2004-07-01,"USA-NE",908
2004-07-01,"USA-DE",193
2004-07-01,"USA-AL",1138
2004-07-01,"USA-IN",2705
2004-07-01,"USA-ID",461
2004-07-01,"OHIO",6665
2004-07-01,"USA-PA",5036
2004-07-01,"USA-AR",802
2004-07-01,"USA-IA",1142
2004-07-01,"USA-MO",2374
2004-07-01,"USA-VA",1414
2004-07-01,"USA-TN",1258
2004-07-01,"TEXAS",6094
2004-07-01,"USA-NV",1190
2004-07-01,"USA-WI",2798
2004-07-01,"USA-SC",500
2004-07-01,"USA-IL",9702
2004-07-01,"USA-KS",1483
2004-07-01,"USA-MT",553
2004-07-01,"USA-KY",1070
2004-07-01,"USA-AZ",1128
2004-07-01,"USA-SD",201
2004-07-01,"MINNESOTA",2637
2004-07-01,"USA-GA",3556
2004-07-01,"USA-NJ",5433
2004-07-01,"USA-UT",1607
2004-07-01,"USA-WY",306
2004-07-01,"USA-OK",1488
2004-07-01,"USA-NM",870
2004-07-01,"USA-WV",486
2004-07-01,"USA-HI",44
2004-07-01,"USA-NH",163
2004-07-01,"USA-MI",7772
2004-07-01,"USA-ND",201
2004-07-01,"USA-DC",245
2004-07-01,"NEW YORK",9913
2004-07-01,"USA-ME",28
2004-07-01,"FLORIDA",733
2004-07-01,"CALIFORNIA",24110
2004-07-01,"USA-OR",1006
2004-07-01,"USA-AK",467
2004-07-01,"COLORADO",2837
2004-08-01,"USA-VA",1784
2004-08-01,"USA-WY",278
2004-08-01,"USA-ME",28
2004-08-01,"USA-ID",395
2004-08-01,"USA-HI",40
2004-08-01,"USA-PA",4682
2004-08-01,"USA-MO",2096
2004-08-01,"USA-DE",180
2004-08-01,"USA-AL",1072
2004-08-01,"USA-TN",1182
2004-08-01,"TEXAS",5611
2004-08-01,"USA-UT",1585
2004-08-01,"USA-IN",3019
2004-08-01,"USA-NC",1047
2004-08-01,"USA-MT",382
2004-08-01,"USA-OR",799
2004-08-01,"USA-NJ",5428
2004-08-01,"MASSACHUSETTS",2928
2004-08-01,"USA-OK",1331
2004-08-01,"USA-WI",2627
2004-08-01,"USA-SC",479
2004-08-01,"USA-KY",1048
2004-08-01,"USA-IA",1433
2004-08-01,"USA-IL",9767
2004-08-01,"USA-GA",3685
2004-08-01,"USA-CT",1060
2004-08-01,"USA-WV",449
2004-08-01,"USA-AK",513
2004-08-01,"USA-NE",854
2004-08-01,"USA-NV",1083
2004-08-01,"NEW YORK",9358
2004-08-01,"USA-VT",64
2004-08-01,"CALIFORNIA",22446
2004-08-01,"USA-MD",2023
2004-08-01,"USA-AZ",1050
2004-08-01,"USA-LA",1430
2004-08-01,"USA-MI",7060
2004-08-01,"USA-SD",255
2004-08-01,"USA-KS",1331
2004-08-01,"USA-DC",374
2004-08-01,"USA-NM",836
2004-08-01,"USA-MS",644
2004-08-01,"USA-RI",427
2004-08-01,"USA-NH",178
2004-08-01,"COLORADO",2893
2004-08-01,"USA-AR",778
2004-08-01,"WASHINGTON",1598
2004-08-01,"OHIO",6002
2004-08-01,"MINNESOTA",3253
2004-08-01,"U.S.",119809
2004-08-01,"USA-ND",230
2004-08-01,"FLORIDA",713
2004-09-01,"USA-AR",820
2004-09-01,"USA-GA",3801
2004-09-01,"FLORIDA",740
2004-09-01,"USA-SC",515
2004-09-01,"WASHINGTON",2024
2004-09-01,"USA-OR",998
2004-09-01,"USA-MI",7971
2004-09-01,"USA-VA",1659
2004-09-01,"USA-KS",1330
2004-09-01,"TEXAS",5892
2004-09-01,"USA-DC",275
2004-09-01,"USA-NV",1216
2004-09-01,"USA-WI",2770
2004-09-01,"USA-KY",1131
2004-09-01,"USA-HI",39
2004-09-01,"USA-IL",9744
2004-09-01,"COLORADO",3971
2004-09-01,"U.S.",124924
2004-09-01,"NEW YORK",9587
2004-09-01,"USA-NM",863
2004-09-01,"USA-MD",1712
2004-09-01,"USA-IA",1378
2004-09-01,"USA-LA",1541
2004-09-01,"USA-UT",2277
2004-09-01,"USA-IN",2970
2004-09-01,"USA-MT",587
2004-09-01,"USA-CT",1038
2004-09-01,"USA-ID",535
2004-09-01,"USA-NH",201
2004-09-01,"USA-NE",800
2004-09-01,"USA-MO",2660
2004-09-01,"USA-OK",1381
2004-09-01,"USA-ME",32
2004-09-01,"CALIFORNIA",21547
2004-09-01,"USA-WV",491
2004-09-01,"USA-AK",1065
2004-09-01,"USA-AL",1124
2004-09-01,"USA-ND",286
2004-09-01,"USA-TN",1267
2004-09-01,"USA-MS",641
2004-09-01,"OHIO",6567
2004-09-01,"USA-PA",5028
2004-09-01,"USA-RI",435
2004-09-01,"USA-SD",269
2004-09-01,"USA-DE",199
2004-09-01,"MASSACHUSETTS",2583
2004-09-01,"USA-WY",382
2004-09-01,"USA-VT",76
2004-09-01,"USA-NC",1003
2004-09-01,"USA-AZ",1156
2004-09-01,"MINNESOTA",2960
2004-09-01,"USA-NJ",5387
2004-10-01,"USA-VT",110
2004-10-01,"USA-MD",4299
2004-10-01,"USA-AZ",1492
2004-10-01,"OHIO",14824
2004-10-01,"COLORADO",7553
2004-10-01,"USA-VA",3485
2004-10-01,"USA-KS",1798
2004-10-01,"USA-AL",1241
2004-10-01,"MASSACHUSETTS",4066
2004-10-01,"USA-UT",4253
2004-10-01,"NEW YORK",15734
2004-10-01,"USA-HI",40
2004-10-01,"USA-GA",4666
2004-10-01,"USA-IN",6836
2004-10-01,"USA-NM",1203
2004-10-01,"USA-ID",813
2004-10-01,"USA-AK",1552
2004-10-01,"USA-MI",15721
2004-10-01,"USA-DE",345
2004-10-01,"U.S.",216417
2004-10-01,"USA-WV",1065
2004-10-01,"USA-LA",1579
2004-10-01,"USA-AR",985
2004-10-01,"USA-MO",3419
2004-10-01,"USA-TN",1537
2004-10-01,"TEXAS",6637
2004-10-01,"USA-MT",1135
2004-10-01,"USA-WI",6840
2004-10-01,"USA-SC",597
2004-10-01,"USA-NJ",9624
2004-10-01,"USA-WY",747
2004-10-01,"USA-NV",1587
2004-10-01,"USA-ME",62
2004-10-01,"FLORIDA",787
2004-10-01,"USA-CT",1841
2004-10-01,"USA-OR",1471
2004-10-01,"USA-KY",1927
2004-10-01,"USA-IA",2913
2004-10-01,"USA-PA",10532
2004-10-01,"USA-DC",723
2004-10-01,"USA-OK",1562
2004-10-01,"USA-MS",771
2004-10-01,"WASHINGTON",3494
2004-10-01,"USA-IL",21618
2004-10-01,"USA-SD",605
2004-10-01,"USA-NE",1341
2004-10-01,"MINNESOTA",7283
2004-10-01,"USA-ND",710
2004-10-01,"CALIFORNIA",30541
2004-10-01,"USA-NC",1600
2004-10-01,"USA-RI",594
2004-10-01,"USA-NH",260
2004-11-01,"USA-MO",6808
2004-11-01,"USA-VA",7720
2004-11-01,"USA-AL",1887
2004-11-01,"U.S.",407202
2004-11-01,"USA-TN",2921
2004-11-01,"USA-IN",13604
2004-11-01,"USA-CT",3006
2004-11-01,"USA-NH",528
2004-11-01,"MASSACHUSETTS",8241
2004-11-01,"USA-WY",1324
2004-11-01,"USA-NV",3498
2004-11-01,"USA-OK",2950
2004-11-01,"USA-NM",2681
2004-11-01,"USA-WI",12477
2004-11-01,"USA-AZ",2844
2004-11-01,"USA-PA",19662
2004-11-01,"USA-SD",1119
2004-11-01,"USA-KS",4051
2004-11-01,"USA-ME",104
2004-11-01,"USA-NC",4216
2004-11-01,"USA-MD",7437
2004-11-01,"OHIO",26200
2004-11-01,"USA-AR",1864
2004-11-01,"USA-DE",818
2004-11-01,"USA-GA",10650
2004-11-01,"USA-NJ",19039
2004-11-01,"NEW YORK",29113
2004-11-01,"USA-WV",1959
2004-11-01,"USA-KY",4674
2004-11-01,"USA-AK",2006
2004-11-01,"USA-VT",252
2004-11-01,"USA-ID",2054
2004-11-01,"USA-OR",3569
2004-11-01,"USA-IA",5408
2004-11-01,"USA-ND",1085
2004-11-01,"CALIFORNIA",49852
2004-11-01,"WASHINGTON",7531
2004-11-01,"USA-HI",41
2004-11-01,"USA-IL",40606
2004-11-01,"USA-LA",1997
2004-11-01,"USA-MI",30501
2004-11-01,"MINNESOTA",12461
2004-11-01,"USA-MS",1458
2004-11-01,"USA-MT",1930
2004-11-01,"USA-SC",1480
2004-11-01,"USA-RI",1359
2004-11-01,"USA-NE",2469
2004-11-01,"TEXAS",14683
2004-11-01,"USA-DC",1307
2004-11-01,"USA-UT",7395
2004-11-01,"FLORIDA",932
2004-11-01,"COLORADO",15431
2005-01-01,"USA-TN",13370
2005-01-01,"USA-NV",6833
2005-01-01,"USA-SC",5723
2005-01-01,"WASHINGTON",12508
2005-01-01,"USA-OR",6861
2005-01-01,"USA-MO",22031
2005-01-01,"USA-VA",17045
2005-01-01,"MASSACHUSETTS",19096
2005-01-01,"USA-UT",9909
2005-01-01,"USA-MS",4666
2005-01-01,"USA-VT",541
2005-01-01,"USA-CT",7922
2005-01-01,"USA-KY",10892
2005-01-01,"USA-WY",1942
2005-01-01,"NEW YORK",66148
2005-01-01,"USA-NC",12601
2005-01-01,"USA-AZ",7170
2005-01-01,"USA-IL",85849
2005-01-01,"USA-SD",2398
2005-01-01,"USA-AR",6841
2005-01-01,"USA-KS",13910
2005-01-01,"USA-DE",2031
2005-01-01,"USA-DC",2858
2005-01-01,"USA-IN",29442
2005-01-01,"USA-WV",5162
2005-01-01,"USA-MI",66635
2005-01-01,"MINNESOTA",26485
2005-01-01,"U.S.",892345
2005-01-01,"USA-GA",21620
2005-01-01,"USA-ND",2201
2005-01-01,"USA-OK",12708
2005-01-01,"USA-WI",25678
2005-01-01,"USA-PA",44640
2005-01-01,"USA-LA",8496
2005-01-01,"USA-RI",3120
2005-01-01,"USA-NH",1346
2005-01-01,"COLORADO",20489
2005-01-01,"USA-NM",5990
2005-01-01,"FLORIDA",2411
2005-01-01,"USA-MT",3879
2005-01-01,"USA-MD",16612
2005-01-01,"OHIO",60120
2005-01-01,"USA-HI",50
2005-01-01,"USA-AK",2734
2005-01-01,"TEXAS",39852
2005-01-01,"CALIFORNIA",76870
2005-01-01,"USA-ID",3792
2005-01-01,"USA-IA",14348
2005-01-01,"USA-NE",8350
2005-01-01,"USA-AL",8212
2005-01-01,"USA-NJ",41748
2005-01-01,"USA-ME",208
2005-02-01,"USA-WY",1685
2005-02-01,"USA-OK",11340
2005-02-01,"CALIFORNIA",62924
2005-02-01,"USA-NC",11599
2005-02-01,"WASHINGTON",9921
2005-02-01,"USA-AZ",5600
2005-02-01,"USA-LA",6879
2005-02-01,"USA-AR",6007
2005-02-01,"USA-MO",18953
2005-02-01,"USA-DE",1824
2005-02-01,"TEXAS",32025
2005-02-01,"USA-WI",18937
2005-02-01,"OHIO",51491
2005-02-01,"USA-MI",58551
2005-02-01,"USA-VA",13932
2005-02-01,"USA-KS",11374
2005-02-01,"NEW YORK",68368
2005-02-01,"USA-VT",537
2005-02-01,"USA-SC",5325
2005-02-01,"USA-ID",3278
2005-02-01,"USA-WV",5469
2005-02-01,"USA-AK",2239
2005-02-01,"MASSACHUSETTS",19689
2005-02-01,"USA-MS",3932
2005-02-01,"USA-IL",63390
2005-02-01,"USA-TN",12627
2005-02-01,"FLORIDA",2254
2005-02-01,"USA-HI",44
2005-02-01,"USA-PA",41862
2005-02-01,"USA-NH",1308
2005-02-01,"USA-AL",7670
2005-02-01,"USA-ND",1583
2005-02-01,"USA-UT",8520
2005-02-01,"USA-CT",7531
2005-02-01,"MINNESOTA",18580
2005-02-01,"U.S.",759126
2005-02-01,"USA-NJ",39591
2005-02-01,"USA-IN",22075
2005-02-01,"USA-NM",5440
2005-02-01,"USA-ME",174
2005-02-01,"USA-MT",2663
2005-02-01,"USA-MD",13433
2005-02-01,"COLORADO",16463
2005-02-01,"USA-NE",6736
2005-02-01,"USA-GA",17769
2005-02-01,"USA-DC",2005
2005-02-01,"USA-NV",5631
2005-02-01,"USA-OR",5816
2005-02-01,"USA-KY",8481
2005-02-01,"USA-IA",10285
2005-02-01,"USA-RI",3461
2005-02-01,"USA-SD",1857
2005-03-01,"USA-TN",10024
2005-03-01,"USA-IN",21390
2005-03-01,"USA-OK",7882
2005-03-01,"USA-NC",9662
2005-03-01,"USA-IA",9044
2005-03-01,"USA-RI",2997
2005-03-01,"USA-VA",12540
2005-03-01,"USA-KS",8386
2005-03-01,"U.S.",678019
2005-03-01,"USA-ND",1377
2005-03-01,"MASSACHUSETTS",20684
2005-03-01,"USA-DC",1952
2005-03-01,"USA-VT",495
2005-03-01,"USA-CT",6682
2005-03-01,"USA-ID",2365
2005-03-01,"USA-HI",46
2005-03-01,"USA-LA",5276
2005-03-01,"USA-NH",1170
2005-03-01,"USA-MI",54522
2005-03-01,"USA-GA",15920
2005-03-01,"FLORIDA",1955
2005-03-01,"USA-MT",2291
2005-03-01,"USA-DE",1705
2005-03-01,"NEW YORK",65007
2005-03-01,"USA-SC",4209
2005-03-01,"USA-SD",1520
2005-03-01,"TEXAS",23000
2005-03-01,"USA-NJ",36983
2005-03-01,"USA-UT",6983
2005-03-01,"CALIFORNIA",50895
2005-03-01,"USA-MD",12315
2005-03-01,"WASHINGTON",8268
2005-03-01,"OHIO",49971
2005-03-01,"COLORADO",15332
2005-03-01,"USA-NE",5151
2005-03-01,"USA-AL",5914
2005-03-01,"USA-NV",3894
2005-03-01,"USA-NM",4597
2005-03-01,"USA-ME",171
2005-03-01,"USA-PA",39536
2005-03-01,"USA-AR",4743
2005-03-01,"MINNESOTA",17278
2005-03-01,"USA-WY",1448
2005-03-01,"USA-MS",3030
2005-03-01,"USA-WI",18643
2005-03-01,"USA-KY",8516
2005-03-01,"USA-MO",14969
2005-03-01,"USA-OR",4374
2005-03-01,"USA-WV",5157
2005-03-01,"USA-AZ",4435
2005-03-01,"USA-IL",61412
2005-03-01,"USA-AK",1901
2005-04-01,"USA-ND",640
2005-04-01,"MASSACHUSETTS",12144
2005-04-01,"USA-IN",9080
2005-04-01,"USA-MS",1608
2005-04-01,"USA-MT",1745
2005-04-01,"USA-OR",3787
2005-04-01,"USA-UT",6432
2005-04-01,"USA-NC",5311
2005-04-01,"USA-SC",2179
2005-04-01,"USA-IA",4536
2005-04-01,"USA-HI",49
2005-04-01,"USA-IL",26819
2005-04-01,"COLORADO",10372
2005-04-01,"USA-MI",30243
2005-04-01,"USA-VA",5010
2005-04-01,"USA-WY",1179
2005-04-01,"USA-WI",8694
2005-04-01,"USA-AZ",3027
2005-04-01,"U.S.",384163
2005-04-01,"TEXAS",12685
2005-04-01,"USA-NJ",18650
2005-04-01,"USA-VT",302
2005-04-01,"FLORIDA",1547
2005-04-01,"CALIFORNIA",40258
2005-04-01,"USA-ID",2118
2005-04-01,"USA-WV",2534
2005-04-01,"USA-PA",20678
2005-04-01,"USA-LA",2898
2005-04-01,"USA-RI",2214
2005-04-01,"USA-SD",947
2005-04-01,"USA-NE",3023
2005-04-01,"USA-MO",8224
2005-04-01,"USA-KS",5234
2005-04-01,"USA-AL",3600
2005-04-01,"USA-TN",5979
2005-04-01,"USA-DC",703
2005-04-01,"USA-NM",3655
2005-04-01,"USA-CT",4323
2005-04-01,"USA-KY",3375
2005-04-01,"USA-NH",746
2005-04-01,"USA-AK",1323
2005-04-01,"USA-GA",7502
2005-04-01,"USA-NV",3081
2005-04-01,"NEW YORK",41926
2005-04-01,"USA-ME",86
2005-04-01,"USA-MD",5731
2005-04-01,"OHIO",24426
2005-04-01,"USA-OK",5187
2005-04-01,"WASHINGTON",7088
2005-04-01,"USA-AR",3195
2005-04-01,"USA-DE",790
2005-04-01,"MINNESOTA",7279
2005-05-01,"CALIFORNIA",31785
2005-05-01,"USA-MT",1188
2005-05-01,"WASHINGTON",3692
2005-05-01,"USA-NE",1947
2005-05-01,"NEW YORK",26332
2005-05-01,"USA-LA",1885
2005-05-01,"USA-RI",1162
2005-05-01,"USA-AR",1533
2005-05-01,"USA-MO",4983
2005-05-01,"USA-AL",2028
2005-05-01,"USA-GA",5055
2005-05-01,"USA-ND",561
2005-05-01,"USA-TN",2939
2005-05-01,"USA-NV",2044
2005-05-01,"USA-WI",6385
2005-05-01,"USA-CT",2448
2005-05-01,"USA-SC",1064
2005-05-01,"USA-NH",449
2005-05-01,"TEXAS",8028
2005-05-01,"MASSACHUSETTS",6600
2005-05-01,"USA-ME",63
2005-05-01,"USA-NC",2771
2005-05-01,"USA-KY",2113
2005-05-01,"OHIO",15669
2005-05-01,"COLORADO",5798
2005-05-01,"USA-SD",640
2005-05-01,"USA-VA",3305
2005-05-01,"U.S.",247525
2005-05-01,"USA-IN",5971
2005-05-01,"FLORIDA",1094
2005-05-01,"USA-ID",1155
2005-05-01,"USA-AK",869
2005-05-01,"USA-MI",19529
2005-05-01,"USA-NJ",11646
2005-05-01,"USA-DC",555
2005-05-01,"USA-UT",3925
2005-05-01,"USA-OK",2866
2005-05-01,"USA-MS",1092
2005-05-01,"USA-WV",1660
2005-05-01,"USA-AZ",1857
2005-05-01,"USA-WY",847
2005-05-01,"USA-MD",3495
2005-05-01,"USA-OR",2311
2005-05-01,"USA-IA",3119
2005-05-01,"USA-HI",47
2005-05-01,"USA-PA",12263
2005-05-01,"USA-IL",18505
2005-05-01,"USA-KS",3109
2005-05-01,"USA-DE",468
2005-05-01,"MINNESOTA",6603
2005-05-01,"USA-NM",1891
2005-05-01,"USA-VT",180
2005-06-01,"USA-CT",1505
2005-06-01,"USA-MI",9668
2005-06-01,"USA-UT",2526
2005-06-01,"USA-VT",116
2005-06-01,"CALIFORNIA",28351
2005-06-01,"USA-MT",791
2005-06-01,"WASHINGTON",2879
2005-06-01,"USA-IA",1482
2005-06-01,"USA-SD",307
2005-06-01,"USA-MO",2597
2005-06-01,"MINNESOTA",3556
2005-06-01,"USA-GA",3934
2005-06-01,"USA-NJ",6110
2005-06-01,"NEW YORK",14675
2005-06-01,"USA-NM",1070
2005-06-01,"USA-LA",1574
2005-06-01,"USA-AR",868
2005-06-01,"USA-NE",990
2005-06-01,"U.S.",152020
2005-06-01,"USA-ND",279
2005-06-01,"TEXAS",6470
2005-06-01,"USA-NC",1450
2005-06-01,"USA-SC",580
2005-06-01,"USA-OR",1668
2005-06-01,"USA-WV",636
2005-06-01,"USA-HI",42
2005-06-01,"USA-NH",288
2005-06-01,"USA-AK",581
2005-06-01,"USA-VA",1948
2005-06-01,"USA-TN",1640
2005-06-01,"USA-WY",463
2005-06-01,"USA-ME",30
2005-06-01,"FLORIDA",905
2005-06-01,"USA-ID",752
2005-06-01,"USA-AZ",1382
2005-06-01,"USA-PA",6431
2005-06-01,"USA-IL",10470
2005-06-01,"USA-AL",1313
2005-06-01,"USA-NV",1633
2005-06-01,"USA-OK",1767
2005-06-01,"USA-KY",1158
2005-06-01,"OHIO",7507
2005-06-01,"USA-RI",831
2005-06-01,"COLORADO",3179
2005-06-01,"USA-KS",1633
2005-06-01,"USA-DE",276
2005-06-01,"MASSACHUSETTS",4446
2005-06-01,"USA-DC",374
2005-06-01,"USA-IN",3119
2005-06-01,"USA-MS",769
2005-06-01,"USA-WI",2792
2005-06-01,"USA-MD",2209
2005-07-01,"TEXAS",6008
2005-07-01,"USA-NJ",5255
2005-07-01,"USA-VT",64
2005-07-01,"USA-MT",484
2005-07-01,"USA-SC",498
2005-07-01,"USA-OR",1101
2005-07-01,"USA-IL",9337
2005-07-01,"USA-AK",506
2005-07-01,"USA-NE",830
2005-07-01,"USA-ND",185
2005-07-01,"USA-NV",1173
2005-07-01,"USA-OK",1377
2005-07-01,"USA-WV",399
2005-07-01,"USA-DE",197
2005-07-01,"MINNESOTA",2751
2005-07-01,"U.S.",122282
2005-07-01,"USA-TN",1197
2005-07-01,"USA-ME",28
2005-07-01,"USA-NC",1203
2005-07-01,"USA-HI",36
2005-07-01,"USA-RI",504
2005-07-01,"USA-AR",760
2005-07-01,"USA-KS",1352
2005-07-01,"USA-NM",880
2005-07-01,"USA-MS",716
2005-07-01,"FLORIDA",799
2005-07-01,"WASHINGTON",2015
2005-07-01,"USA-IA",1387
2005-07-01,"USA-LA",1459
2005-07-01,"USA-NH",182
2005-07-01,"USA-SD",238
2005-07-01,"NEW YORK",10303
2005-07-01,"USA-MD",1771
2005-07-01,"OHIO",6148
2005-07-01,"COLORADO",2847
2005-07-01,"USA-MO",2117
2005-07-01,"USA-VA",1555
2005-07-01,"USA-AL",1120
2005-07-01,"MASSACHUSETTS",2727
2005-07-01,"USA-CT",1056
2005-07-01,"USA-KY",1105
2005-07-01,"USA-MI",7108
2005-07-01,"USA-GA",3637
2005-07-01,"USA-UT",1807
2005-07-01,"USA-IN",2902
2005-07-01,"CALIFORNIA",23745
2005-07-01,"USA-WI",2562
2005-07-01,"USA-PA",4598
2005-07-01,"USA-DC",321
2005-07-01,"USA-WY",277
2005-07-01,"USA-ID",503
2005-07-01,"USA-AZ",1155
2005-08-01,"U.S.",112600
2005-08-01,"USA-NJ",5182
2005-08-01,"USA-UT",1347
2005-08-01,"USA-NV",1115
2005-08-01,"FLORIDA",742
2005-08-01,"USA-CT",899
2005-08-01,"USA-OR",855
2005-08-01,"USA-IA",1243
2005-08-01,"USA-HI",40
2005-08-01,"USA-RI",411
2005-08-01,"USA-NH",152
2005-08-01,"USA-VA",1401
2005-08-01,"USA-AL",1048
2005-08-01,"USA-NM",827
2005-08-01,"OHIO",5704
2005-08-01,"COLORADO",2867
2005-08-01,"USA-DE",181
2005-08-01,"USA-ND",202
2005-08-01,"USA-ME",30
2005-08-01,"USA-AZ",1053
2005-08-01,"USA-LA",1427
